CIUDAD DE PROCEDENCIA,CIUDAD DE DESTINO,MOTIVO DEL VIAJE,TIEMPO DE PERMANENCIA (DIAS),TIPO ALOJAMIENTO,RESULTADO SATISFACCIÓN,CANTIDAD DE VIAJEROS
Bucaramanga,Paipa,Turismo,4,Hotel,10,2
Bucaramanga,Aquitania,Turismo,2,Hotel,10,2
Bucaramanga,Duitama,Turismo,2,Hotel,10,2
Bucaramanga,Ráquira,Turismo,1,Hotel,10,2
Bucaramanga,Tunja,Turismo,3,Hotel,10,2
Bucaramanga,Duitama,Turismo,4,Vivienda familiar,10,2
Bucaramanga,Duitama,Turismo,5,Vivienda familiar,7,2
Bucaramanga,Paipa,Turismo,5,Vivienda familiar,10,2
Bucaramanga,Duitama,Turismo,3,Hotel,10,2
Bucaramanga,Iza,Turismo,5,Vivienda familiar,10,2
Bucaramanga,Paipa,Turismo,2,Hotel,10,2
Bucaramanga,Duitama,Turismo,5,Hotel,10,3
Bucaramanga,Duitama,Turismo,5,Hotel,10,3
Bucaramanga,Duitama,Turismo,3,Hotel,0,3
Bucaramanga,Moniquirá,Turismo,2,Hotel,10,3
Bucaramanga,Duitama,Turismo,1,Hotel,10,3
Bucaramanga,Aquitania,Turismo,3,Cabaña rural,10,3
Bucaramanga,Aquitania,Turismo,2,Camping,10,3
Bucaramanga,Aquitania,Turismo,2,Hotel,10,3
Bucaramanga,Aquitania,Turismo,5,Hotel,10,3
Bucaramanga,Aquitania,Turismo,5,Hotel,10,3
Bucaramanga,Aquitania,Turismo,5,Hotel,10,3
Bucaramanga,Aquitania,Turismo,5,Hotel,9,4
Bucaramanga,Tunja,Turismo,3,Hotel,10,4
Bucaramanga,Paipa,Turismo,2,Hotel,10,4
Bucaramanga,Aquitania,Turismo,1,Vivienda familiar,10,4
Bucaramanga,Aquitania,Turismo,4,Hotel,10,4
Bucaramanga,Villa de Leyva,Turismo,1,Hotel,10,4
Bucaramanga,Aquitania,Turismo,3,Hotel,9,4
Bucaramanga,Aquitania,Turismo,2,Hotel,10,4
Bucaramanga,Aquitania,Turismo,1,Hotel,9,4
Bucaramanga,Paipa,Turismo,1,Hotel,10,4
Bucaramanga,Paipa,Turismo,3,Vivienda familiar,9,4
Bucaramanga,Aquitania,Turismo,1,Hotel,10,5
Bucaramanga,Tunja,Turismo,1,Hotel,9,5
Bucaramanga,Paipa,Turismo,5,Vivienda familiar,10,5
Bucaramanga,Moniquirá,Turismo,4,Vivienda familiar,10,5
Bucaramanga,Aquitania,Turismo,4,Hotel,10,5
Bucaramanga,Aquitania,Turismo,2,Hotel,10,5
Bucaramanga,Tunja,Turismo,7,Vivienda familiar,0,5
Bucaramanga,Tunja,Turismo,1,Hotel,10,5
Bucaramanga,Paipa,Turismo,2,Hotel,10,5
Bucaramanga,Villa de Leyva,Turismo,2,Cabaña rural,10,5
Bucaramanga,Chivor,Turismo,2,Hotel,10,5
Bucaramanga,Tunja,Turismo,2,Hotel,10,5
Bucaramanga,Aquitania,Turismo,3,Hotel,9,5
Bucaramanga,Duitama,Turismo,3,Vivienda familiar,10,5
Bucaramanga,Duitama,Turismo,2,Cabaña rural,10,6
Bucaramanga,Aquitania,Turismo,1,Hotel,10,6
Bucaramanga,Chiquinquirá,Turismo,3,Vivienda familiar,10,6
Bucaramanga,Duitama,Turismo,2,Hotel,10,6
Bucaramanga,Aquitania,Turismo,1,Vivienda familiar,10,7
Bucaramanga,Tunja,Turismo,5,Vivienda familiar,10,7
Bucaramanga,Almeida,Laboral,7,Vivienda familiar,0,7
Bucaramanga,Moniquirá,Turismo,1,Hotel,10,7
Bucaramanga,Duitama,Turismo,1,Hotel,9,8
Bucaramanga,Tunja,Turismo,2,Hotel,10,8
Bucaramanga,Aquitania,Turismo,4,Hotel,10,8
Bucaramanga,Chiquinquirá,Turismo,5,Vivienda familiar,10,8
BUCARAMANGA,Tunja,Turismo,1,Otro,10,8
Bucaramanga,Duitama,Turismo,4,Hotel,9,10
Bucaramanga,Tunja,Turismo,1,Hotel,10,10
Bucaramanga,Moniquirá,Turismo,2,Hotel,10,10
Bucaramanga,Nobsa,Turismo,2,Vivienda familiar,10,10
Bucaramanga,Aquitania,Turismo,2,Hotel,9,10
Bucaramanga,Nobsa,Turismo,1,Hotel,9,22
Bucaramanga,Firavitoba,Turismo,3,Hotel,10,38
Bucaramanga,Duitama,Turismo,3,Hotel,10,40
Bucaramanga,Aquitania,Turismo,2,Hotel,10,40
Bucaramanga,Duitama,Turismo,2,Hotel,10,58
Bucaramanga,Guateque,Turismo,2,Hotel,10,120
Bucaramanga,Aquitania,Turismo,1,Hotel,10,120
Bucaramanga,Monguí,Turismo,3,Hotel,10,120
Bucaramanga,Aquitania,Turismo,2,Hotel,10,230
Buenaventura,Sogamoso,Turismo,2,Vivienda familiar,10,3
Buenaventura,Sogamoso,Turismo,2,Vivienda familiar,10,3
Buenaventura,Paipa,Turismo,1,Hotel,9,4
Buga,Villa de Leyva,Turismo,1,Hotel,9,2
Buga,Aquitania,Turismo,4,Cabaña rural,10,2
Buga,Ráquira,Turismo,2,Hotel,10,3
BUGA,Chiquinquirá,Religioso,2,Hotel,10,28
Cácota,Guateque,Turismo,2,Hotel,10,5
Caicedonia,Paipa,Turismo,3,Hotel,0,4
Cajica,Iza,Turismo,2,Hotel,10,3
Cajica,Duitama,Turismo,2,Hotel,10,4
Cajicá,Boyacá,Turismo,1,Camping,7,2
Cajicá,Duitama,Turismo,3,Hotel,10,2
Cajicá,Aquitania,Turismo,1,Vivienda familiar,8,4
Cajicá,Duitama,Turismo,1,Hotel,10,4
Cajicá,Duitama,Turismo,2,Hotel,9,5
Cajicá,Villa de Leyva,Turismo,2,Hotel,9,6
Cajicá,Paipa,Turismo,3,Cabaña rural,10,7
Cajicá,Tunja,Turismo,3,Hotel,10,8
Cajicá,Duitama,Turismo,1,Vivienda familiar,10,8
Cajicá,Tunja,Turismo,1,Hotel,10,9
Cajicá,Tunja,Turismo,5,Hotel,10,40
Cajicá,Aquitania,Turismo,3,Hotel,10,76
Caldas,Chiquinquirá,Turismo,3,Cabaña rural,10,2
Cali,Sáchica,Turismo,1,Hotel,0,1
Cali,Villa de Leyva,Turismo,1,Vivienda familiar,9,1
Cali,Villa de Leyva,Turismo,2,Hotel,10,2
Cali,Iza,Turismo,1,Hotel,9,2
Cali,Monguí,Turismo,2,Hotel,10,2
Cali,Ventaquemada,Turismo,3,Camping,10,2
Cali,Monguí,Turismo,1,Hotel,10,2
Cali,Paipa,Turismo,3,Vivienda familiar,10,2
Cali,Ventaquemada,Turismo,2,Camping,10,2
Cali,Monguí,Turismo,3,Hotel,1,2
Cali,Aquitania,Turismo,1,Hotel,10,2
Cali,Chiquinquirá,Turismo,7,Hotel,0,2
Cali,Villa de Leyva,Turismo,3,Hotel,9,2
Cali,Paipa,Turismo,1,Hotel,10,2
Cali,Sogamoso,Turismo,4,Hotel,10,2
Cali,Aquitania,Turismo,1,Cabaña rural,10,2
Cali,Aquitania,Turismo,2,Hotel,10,2
Cali,Paipa,Turismo,2,Hotel,10,2
Cali,Iza,Turismo,4,Hotel,10,3
Cali,Santa Sofía,Turismo,2,Hotel,9,3
Cali,Duitama,Turismo,3,Hotel,10,3
Cali,Villa de Leyva,Turismo,2,Hotel,9,3
Cali,Villa de Leyva,Turismo,3,Hotel,10,3
Cali,Duitama,Visita familiar,1,Hotel,0,3
Cali,Duitama,Turismo,5,Cabaña rural,10,3
Cali,Aquitania,Turismo,2,Hotel,10,3
Cali,Villa de Leyva,Turismo,2,Hotel,9,4
Cali,Villa de Leyva,Turismo,3,Hotel,9,4
Cali,Tunja,Turismo,3,Cabaña rural,10,4
Cali,Paipa,Turismo,3,Cabaña rural,10,4
Cali,Villa de Leyva,Turismo,3,Cabaña rural,10,4
Cali,Iza,Turismo,3,Hotel,0,4
Cali,Tunja,Turismo,4,Hotel,10,4
Cali,Boyacá,Turismo,1,Hotel,9,5
Cali,Villa de Leyva,Turismo,2,Hotel,10,5
Cali,Aquitania,Turismo,1,Vivienda familiar,10,5
Cali,Paipa,Turismo,1,Hotel,10,5
Cali,Duitama,Turismo,4,Hotel,10,5
CALI,Nobsa,Turismo,2,Hotel,10,5
Cali,Tunja,Turismo,3,Hotel,10,6
Cali,Aquitania,Turismo,2,Cabaña rural,10,7
Cali,Aquitania,Turismo,2,Cabaña rural,10,7
Cali,Duitama,Turismo,2,Hotel,9,8
CALI,Duitama,Turismo,3,Hotel,10,8
Cali,Duitama,Turismo,1,Hotel,10,10
Cali,Aquitania,Turismo,2,Hotel,10,10
Cali,Duitama,Turismo,2,Hotel,10,12
CALI,Paipa,Turismo,2,Hotel,10,12
Cali,Villa de Leyva,Turismo,1,Hotel,8,13
Cali,Aquitania,Turismo,1,Hotel,10,14
Cali,Aquitania,Turismo,1,Hotel,10,22
CALI,Chiquinquirá,Turismo,2,Hotel,10,24
CALI,Aquitania,Turismo,3,Hotel,10,32
CALI,Tunja,Turismo,3,Hotel,10,37
Cali,Aquitania,Turismo,4,Hotel,10,40
CALI,Duitama,Turismo,3,Hotel,10,42
Capitanejo,Chiquinquirá,Turismo,3,Hotel,10,8
Caquetá,Sutamarchán,Turismo,4,Hotel,9,2
Caquetá,Paipa,Turismo,2,Vivienda familiar,10,2
Cartagena,Villa de Leyva,Turismo,2,Cabaña rural,10,2
Cartagena,Paipa,Turismo,1,Hotel,10,2
Cartagena,Villa de Leyva,Turismo,2,Vivienda familiar,10,2
Cartagena,Villa de Leyva,Turismo,3,Hotel,10,2
Cartagena,Duitama,Turismo,3,Hotel,5,2
Cartagena,Aquitania,Turismo,2,Hotel,10,2
Cartagena,Paipa,Turismo,2,Hotel,9,3
Cartagena,Tunja,Turismo,3,Camping,0,3
Cartagena,Villa de Leyva,Turismo,3,Vivienda familiar,10,5
Cartagena,Tunja,Turismo,3,Cabaña rural,10,5
Cartagena,Villa de Leyva,Turismo,1,Vivienda familiar,10,5
Cartagena,Aquitania,Turismo,1,Hotel,10,6
Cartagena,Villa de Leyva,Turismo,1,Hotel,10,6
Cartagena,Monguí,Turismo,2,Vivienda familiar,10,6
Cartagena,Tunja,Turismo,2,Vivienda familiar,10,7
Cartagena,Monguí,Turismo,2,Hotel,8,8
Cartagena,Villa de Leyva,Turismo,7,Hotel,0,8
Cartagena,Monguí,Turismo,5,Vivienda familiar,10,9
Cartagena,Tunja,Turismo,2,Hotel,10,18
Cartagena,Aquitania,Turismo,2,Hotel,10,48
Cartago,Aquitania,Turismo,1,Vivienda familiar,9,2
Cartago,Nobsa,Turismo,3,Hotel,10,2
Cartago,Duitama,Turismo,3,Hotel,10,3
Casanare,Aquitania,Turismo,3,Hotel,9,2
Casanare,Aquitania,Turismo,2,Hotel,9,2
Casanare,Aquitania,Turismo,2,Cabaña rural,10,2
Casanare,Aquitania,Turismo,2,Hotel,10,2
Casanare,Aquitania,Turismo,3,Hotel,9,2
Casanare,Aquitania,Turismo,3,Hotel,10,4
Casanare,Aquitania,Turismo,2,Hotel,9,4
Casanare,Tunja,Turismo,2,Hotel,9,4
Casanare,Aquitania,Turismo,5,Hotel,8,4
Cerinza,Cerinza,Turismo,1,Hotel,0,4
Cerinza,Cerinza,Turismo,1,Hotel,0,6
Chaparral,Nobsa,Turismo,2,Hotel,10,2
Chaparral,Paipa,Turismo,1,Vivienda familiar,10,6
Chaparral,Paipa,Turismo,2,Hotel,10,48
Chaparral,Paipa,Turismo,4,Hotel,10,80
Charalá,Tibasosa,Turismo,2,Hotel,10,6
Charta,Paipa,Turismo,3,Hotel,9,1
Chia,Paipa,Turismo,5,Hotel,10,2
CHIA,Chiquinquirá,Religioso,1,Otro,10,3
Chia,Aquitania,Turismo,3,Hotel,10,4
Chia,Cómbita,Turismo,1,Vivienda familiar,10,5
Chía,Aquitania,Turismo,2,Hotel,7,2
Chía,Aquitania,Turismo,2,Hotel,9,2
Chía,Aquitania,Turismo,4,Hotel,10,3
Chía,Aquitania,Turismo,2,Hotel,9,3
Chía,Tunja,Turismo,2,Hotel,10,4
Chía,Tibasosa,Turismo,2,Hotel,10,4
Chía,Paipa,Turismo,3,Hotel,10,4
Chía,Aquitania,Turismo,1,Hotel,9,5
Chía,Aquitania,Turismo,1,Hotel,10,6
Chía,Aquitania,Turismo,2,Cabaña rural,10,10
Chía,Paipa,Turismo,1,Vivienda familiar,10,35
Chía,Villa de Leyva,Turismo,2,Hotel,9,36
Chía,Aquitania,Turismo,1,Hotel,9,40
Chinácota,Paipa,Turismo,4,Hotel,10,38
Chinavita,Duitama,Turismo,2,Hotel,9,2
Chiquinquirá,Chiquinquirá,Turismo,3,Vivienda familiar,0,2
Chiquinquirá,Chiquinquirá,Turismo,1,Vivienda familiar,0,3
Chiquinquirá,Chiquinquirá,Turismo,3,Hotel,0,3
Chiquinquirá,Tibasosa,Turismo,3,Hotel,10,4
Chiquinquirá,Chiquinquirá,Turismo,3,Hotel,0,4
Chiquinquirá,Aquitania,Turismo,2,Hotel,9,5
Chiquinquirá,Tunja,Turismo,1,Hotel,10,5
Chiquinquirá,Chiquinquirá,Turismo,15,Hotel,0,5
Chiquinquirá,Chiquinquirá,Turismo,3,Vivienda familiar,0,6
Chiquinquirá,Chiquinquirá,Turismo,15,Vivienda familiar,0,7
Chiquinquirá,Chiquinquirá,Turismo,7,Hotel,0,40
Chis,Duitama,Turismo,1,Hotel,10,4
Chitaraque,Aquitania,Turismo,4,Vivienda familiar,10,2
Chitaraque,Chitaraque,Turismo,1,Hotel,0,4
Choconta,Paipa,Turismo,1,Hotel,10,2
CHOCONTÁ,Tunja,Turismo,1,Otro,10,8
Cimitarra,Monguí,Turismo,3,Hotel,10,40
Cocuy,El Cocuy,Turismo,3,Hotel,0,40
Cogua,Tibasosa,Turismo,2,Hotel,10,40
Colón,Boyacá,Turismo,5,Vivienda familiar,10,3
Combita,Tibasosa,Turismo,1,Hotel,10,5
Copacabana,Ráquira,Turismo,5,Hotel,10,2
Corrales,Moniquirá,Turismo,5,Hotel,9,4
Corrales,Corrales,Turismo,3,Hotel,0,5
Cota,Duitama,Turismo,1,Vivienda familiar,10,3
Cota,Aquitania,Turismo,1,Hotel,10,3
Cota,Duitama,Turismo,1,Hotel,10,3
Cota,Tunja,Turismo,1,Hotel,10,4
Cota,Villa de Leyva,Turismo,1,Hotel,8,5
Cota,Villa de Leyva,Turismo,2,Hotel,9,25
Coveñas,Paipa,Turismo,5,Vivienda familiar,10,1
Cubara,Cubara,Turismo,1,Hotel,0,3
Cubara,Cubara,Turismo,1,Hotel,0,3
Cubarral,Chiquinquirá,Turismo,2,Hotel,10,4
Cucuta,Duitama,Turismo,2,Vivienda familiar,10,4
Cucuta,Paipa,Turismo,1,Hotel,10,6
CUCUTA,Paipa,Turismo,2,Hotel,10,19
Cúcuta,Moniquirá,Turismo,5,Cabaña rural,10,1
Cúcuta,Cerinza,Turismo,2,Hotel,10,2
Cúcuta,Moniquirá,Turismo,3,Vivienda familiar,10,2
Cúcuta,Monguí,Turismo,5,Hotel,10,2
Cúcuta,Monguí,Turismo,5,Vivienda familiar,8,2
Cúcuta,Duitama,Turismo,5,Vivienda familiar,10,2
Cúcuta,Paipa,Turismo,1,Hotel,10,2
Cúcuta,Paipa,Turismo,3,Hotel,10,2
Cúcuta,Tunja,Turismo,7,Hotel,0,2
Cúcuta,Tunja,Turismo,2,Hotel,10,2
Cúcuta,Paipa,Turismo,3,Hotel,10,2
Cúcuta,Aquitania,Turismo,5,Camping,10,2
Cúcuta,Paipa,Turismo,2,Hotel,9,3
Cúcuta,Aquitania,Turismo,4,Cabaña rural,10,4
Cúcuta,Duitama,Turismo,3,Vivienda familiar,0,4
Cúcuta,Duitama,Turismo,2,Hotel,9,5
Cúcuta,Paipa,Turismo,2,Hotel,9,6
Cúcuta,Duitama,Turismo,1,Hotel,10,6
Cúcuta,Chiquinquirá,Turismo,2,Hotel,10,8
Cúcuta,Villa de Leyva,Turismo,2,Hotel,10,12
Cúcuta,Aquitania,Turismo,5,Hotel,10,12
Cúcuta,Duitama,Turismo,1,Vivienda familiar,10,40
Cúcuta,Aquitania,Turismo,4,Hotel,10,45
Cúcuta,Paipa,Turismo,1,Vivienda familiar,10,57
Cúcuta,Tunja,Turismo,3,Hotel,10,68
Cuitiva,Cerinza,Turismo,1,Hotel,8,2
Cundinamarca,Aquitania,Turismo,4,Hotel,10,1
Cundinamarca,Aquitania,Turismo,2,Hotel,10,1
Cundinamarca,Paipa,Turismo,1,Hotel,9,2
Cundinamarca,Aquitania,Turismo,2,Cabaña rural,10,2
Cundinamarca,Aquitania,Turismo,2,Hotel,10,2
Cundinamarca,Aquitania,Turismo,2,Hotel,9,2
Cundinamarca,Aquitania,Turismo,2,Hotel,9,2
Cundinamarca,Aquitania,Turismo,3,Hotel,10,2
Cundinamarca,Aquitania,Turismo,5,Hotel,10,2
Cundinamarca,Aquitania,Turismo,2,Hotel,10,2
Cundinamarca,Aquitania,Turismo,1,Hotel,10,2
Cundinamarca,Aquitania,Turismo,2,Hotel,10,2
Cundinamarca,Aquitania,Turismo,2,Hotel,10,2
Cundinamarca,Aquitania,Turismo,2,Hotel,9,2
Cundinamarca,Aquitania,Turismo,4,Hotel,10,4
Cundinamarca,Aquitania,Turismo,1,Hotel,10,4
Cundinamarca,Aquitania,Turismo,1,Hotel,10,4
Cundinamarca,Aquitania,Turismo,2,Hotel,9,4
Cundinamarca,Aquitania,Turismo,1,Hotel,9,4
Cundinamarca,Aquitania,Turismo,2,Hotel,9,4
Cundinamarca,Aquitania,Turismo,4,Hotel,9,4
Cundinamarca,Aquitania,Turismo,2,Hotel,9,4
Cundinamarca,Aquitania,Turismo,3,Hotel,9,4
Cundinamarca,Aquitania,Turismo,4,Hotel,9,4
Cundinamarca,Aquitania,Turismo,5,Hotel,10,4
Cundinamarca,Ventaquemada,Turismo,3,Hotel,9,4
Cundinamarca,Aquitania,Turismo,1,Hotel,10,4
Cundinamarca,Aquitania,Turismo,1,Hotel,10,4
Cundinamarca,Aquitania,Turismo,1,Hotel,10,4
Cundinamarca,Villa de Leyva,Turismo,2,Hotel,10,42
Ditama,Duitama,Turismo,3,Hotel,0,2
Dos Quebradas,Aquitania,Turismo,2,Hotel,10,7
Duitama,Duitama,Turismo,1,Hotel,0,1
Duitama,Guateque,Turismo,2,Hotel,10,1
Duitama,Duitama,Turismo,7,Hotel,0,1
Duitama,Duitama,Turismo,1,Hotel,0,1
Duitama,Duitama,Turismo,1,Hotel,0,1
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Turismo,7,Hotel,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,7,Hotel,0,2
Duitama,Duitama,Turismo,3,Camping,0,2
Duitama,Duitama,Turismo,2,Hotel,10,2
Duitama,Aquitania,Turismo,3,Hotel,10,2
Duitama,Tibasosa,Turismo,1,Hotel,10,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,1,Cabaña rural,0,2
Duitama,Duitama,Turismo,1,Cabaña rural,0,2
Duitama,Duitama,Otro,1,Hotel,0,2
Duitama,Duitama,Turismo,3,Vivienda familiar,0,2
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Turismo,3,Camping,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,2,Hotel,10,2
Duitama,Duitama,Turismo,1,Vivienda familiar,0,2
Duitama,Duitama,Turismo,3,Camping,0,2
Duitama,Duitama,Turismo,7,Hotel,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,1,Hotel,10,2
Duitama,Duitama,Turismo,7,Hotel,0,2
Duitama,Duitama,Turismo,0,Vivienda familiar,0,2
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Turismo,2,Hotel,10,2
Duitama,Duitama,Turismo,1,Vivienda familiar,0,2
Duitama,Duitama,Turismo,3,Vivienda familiar,0,2
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Turismo,15,Hotel,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,3,Hotel,0,2
Duitama,Duitama,Turismo,1,Hotel,0,2
Duitama,Duitama,Laboral,1,Hotel,0,2
Duitama,Aquitania,Turismo,5,Hotel,10,2
Duitama,Duitama,Turismo,7,Hotel,0,3
Duitama,Duitama,Turismo,1,Hotel,0,3
Duitama,Duitama,Turismo,5,Hotel,10,3
Duitama,Duitama,Otro,3,Hotel,0,3
Duitama,Duitama,Otro,3,Hotel,0,3
Duitama,Tibasosa,Turismo,3,Hotel,10,3
Duitama,Duitama,Turismo,3,Hotel,0,3
Duitama,Duitama,Turismo,3,Vivienda familiar,0,3
Duitama,Duitama,Turismo,5,Cabaña rural,10,3
Duitama,Duitama,Turismo,2,Hotel,10,3
Duitama,Duitama,Turismo,3,Hotel,0,3
Duitama,Duitama,Turismo,3,Hotel,0,3
Duitama,Duitama,Turismo,3,Hotel,0,3
Duitama,Duitama,Turismo,1,Hotel,0,3
Duitama,Duitama,Turismo,3,Hotel,0,4
Duitama,Duitama,Turismo,1,Hotel,0,4
Duitama,Duitama,Turismo,3,Cabaña rural,0,4
Duitama,Duitama,Turismo,7,Hotel,0,4
Duitama,Duitama,Turismo,3,Hotel,0,4
Duitama,Duitama,Turismo,1,Hotel,0,4
Duitama,Duitama,Turismo,1,Hotel,0,4
Duitama,Paipa,Turismo,3,Vivienda familiar,10,4
Duitama,Moniquirá,Turismo,2,Hotel,10,4
Duitama,Duitama,Turismo,3,Vivienda familiar,0,4
Duitama,Duitama,Turismo,7,Vivienda familiar,0,4
Duitama,Duitama,Turismo,3,Hotel,0,4
Duitama,Duitama,Otro,1,Cabaña rural,0,4
Duitama,Duitama,Turismo,1,Hotel,0,4
Duitama,Duitama,Turismo,1,Hotel,0,4
Duitama,Duitama,Turismo,3,Vivienda familiar,0,4
Duitama,Duitama,Turismo,4,Cabaña rural,10,4
Duitama,Tibasosa,Turismo,1,Hotel,10,4
Duitama,Duitama,Turismo,15,Hotel,0,4
Duitama,Duitama,Turismo,1,Hotel,0,4
Duitama,Duitama,Turismo,1,Hotel,0,4
Duitama,Duitama,Turismo,1,Hotel,0,4
Duitama,Duitama,Turismo,3,Hotel,0,4
Duitama,Duitama,Turismo,3,Hotel,0,4
Duitama,Duitama,Turismo,3,Hotel,0,4
Duitama,Duitama,Turismo,3,Hotel,0,4
Duitama,Duitama,Turismo,1,Hotel,0,5
Duitama,Nobsa,Turismo,1,Hotel,10,5
Duitama,Duitama,Turismo,7,Hotel,0,5
Duitama,Duitama,Turismo,1,Hotel,0,5
Duitama,Duitama,Turismo,1,Hotel,0,5
Duitama,Duitama,Turismo,7,Vivienda familiar,0,5
Duitama,Duitama,Turismo,15,Hotel,0,5
Duitama,Duitama,Turismo,3,Vivienda familiar,0,5
Duitama,Duitama,Turismo,3,Vivienda familiar,0,5
Duitama,Duitama,Turismo,7,Vivienda familiar,0,5
Duitama,Aquitania,Turismo,1,Otro,10,5
Duitama,Duitama,Otro,1,Hotel,0,6
Duitama,Duitama,Turismo,1,Hotel,0,6
Duitama,Duitama,Turismo,1,Hotel,0,6
Duitama,Paipa,Turismo,2,Vivienda familiar,10,6
Duitama,Duitama,Turismo,3,Hotel,0,6
Duitama,Duitama,Otro,1,Hotel,0,6
Duitama,Duitama,Turismo,1,Vivienda familiar,0,6
Duitama,Duitama,Turismo,1,Hotel,0,6
Duitama,Duitama,Turismo,1,Hotel,0,6
Duitama,Duitama,Turismo,3,Hotel,0,6
Duitama,Duitama,Turismo,5,Cabaña rural,10,7
Duitama,Duitama,Turismo,3,Hotel,0,7
Duitama,Duitama,Turismo,5,Vivienda familiar,10,7
Duitama,Duitama,Turismo,1,Vivienda familiar,0,7
Duitama,Duitama,Turismo,3,Vivienda familiar,0,7
Duitama,Duitama,Turismo,1,Hotel,0,7
Duitama,Duitama,Turismo,3,Hotel,10,8
Duitama,Duitama,Turismo,5,Hotel,10,8
Duitama,Duitama,Turismo,3,Hotel,10,8
Duitama,Duitama,Turismo,15,Hotel,0,8
Duitama,Duitama,Turismo,4,Hotel,10,8
Duitama,Duitama,Turismo,15,Vivienda familiar,0,8
Duitama,Duitama,Turismo,1,Hotel,0,9
Duitama,Duitama,Turismo,3,Vivienda familiar,0,9
Duitama,Duitama,Turismo,1,Hotel,0,9
Duitama,Duitama,Turismo,15,Vivienda familiar,0,10
Duitama,Duitama,Religioso,1,Hotel,0,10
Duitama,Duitama,Turismo,1,Vivienda familiar,0,10
Duitama,Duitama,Turismo,7,Hotel,0,11
Duitama,Duitama,Turismo,3,Hotel,0,12
Duitama,Duitama,Turismo,1,Hotel,0,12
Duitama,Duitama,Turismo,3,Vivienda familiar,0,14
Duitama,Duitama,Turismo,3,Hotel,0,18
Duitama,Duitama,Turismo,1,Vivienda familiar,0,19
Duitama,Tibasosa,Turismo,2,Camping,10,27
Duitama,Duitama,Educación,1,Vivienda familiar,0,28
Duitama,Duitama,Turismo,7,Hotel,0,28
Duitama,Duitama,Turismo,3,Hotel,0,35
Duitama,Duitama,Turismo,7,Hotel,0,35
Duitama,Aquitania,Turismo,3,Hotel,10,40
Duitama,Duitama,Educación,1,Hotel,0,45
Duitama,Duitama,Educación,3,Hotel,0,82
Duitama,Duitama,Turismo,3,Hotel,10,120
Duranía,Aquitania,Turismo,3,Vivienda familiar,10,6
El Cocuy,El Cocuy,Turismo,3,Cabaña rural,0,8
El Encanto,Aquitania,Turismo,1,Hotel,10,7
El Playón,Aquitania,Turismo,1,Hotel,10,8
El Rosal,Paipa,Turismo,2,Hotel,10,6
El socorro,Paipa,Turismo,1,Hotel,10,6
Enciso,Paipa,Turismo,5,Hotel,10,3
Envigado,Duitama,Turismo,3,Hotel,10,1
Envigado,Tunja,Turismo,2,Cabaña rural,10,2
Envigado,Aquitania,Turismo,3,Hotel,10,2
Envigado,Monguí,Turismo,2,Cabaña rural,10,4
ENVIGADO,Sutamarchán,Turismo,3,Hotel,10,4
Envigado,Aquitania,Turismo,3,Hotel,10,40
Envigado,Paipa,Turismo,2,Hotel,10,65
Espinal,Nobsa,Otro,3,Vivienda familiar,0,4
Facatativa,Tunja,Turismo,5,Vivienda familiar,10,4
Facatativá,Aquitania,Turismo,4,Hotel,10,1
Facatativá,Duitama,Turismo,5,Hotel,10,2
Facatativá,Duitama,Turismo,5,Hotel,10,3
Facatativá,Boyacá,Turismo,3,Vivienda familiar,10,5
Firavitoba,Firavitoba,Turismo,7,Vivienda familiar,0,30
Florencia,Nobsa,Turismo,7,Cabaña rural,0,2
Florencia,Paipa,Turismo,3,Hotel,10,2
Florencia,Monguí,Turismo,3,Hotel,10,4
Florencia,Betéitiva,Turismo,2,Hotel,10,5
Florencia,Duitama,Turismo,3,Cabaña rural,10,5
Florencia,Duitama,Turismo,3,Hotel,10,10
